isbn,summary,rating
0449911004,centering minneapolis beauty parlor functions women support group explores loves losses hopes victories experienced patty jane harriet eccentric sisters,8
0345409469,reveals dangers associated widespread scientific ignorance explains scientific served overcome prejudice hysteria casting wide net history culture sagan examines authoritatively,10
0441004016,a time travel combines action adventure surreal bizarre,8
0876855575,from harrowingly cheerless childhood germany acne-riddled high school years adolescent discoveries alcohol women los angeles public library collection d h lawrence ham rye offers crude brutal,9
0375704043,a memoir scientific wonder youth distinguished neurologist author describes fascination metals gasses chemicals unravelling complex mysteries world,8
0805063889,the sharp social critic author blood rites underneath illusion american prosperity poverty hopelessness america,7
0441003257,when armies heaven hell decide it time armageddon demon angel decide life earth team stop coming apocalypse,7
0451202503,folksinger lark mccourry retraces history family song heard north carolina relatives child back eighteenth-century scotland young malcolm macquarry kidnapped american colonies,6
0312195516,told dinah voice reveals traditions turmoils ancient womanhood -- world red tent it begins story mothers -- leah rachel zilpah bilhah -- wives jacob,8
0399146008,deborah cochrane joanna meissner close friends fellow grad students respond campus newspaper promises solve financial problems exclusive highly profitable fertility clinic northwest boston,7
0140317937,small fat bastian balthazar bux nobody idea hero finds stepping pages mysterious book world fantastica age 9 148 pages,6
0375413081,the author shares experiences working kids central juvenile hall jail kids located los angeles assisting writing,9
1400034779,working gaborone botswana precious ramotswe investigates local mysteries including search missing boy case clinic doctor different personalities different days week,7
038533303X,follows 84-year-old pathologist country einstein brain tupperware bowl filled formaldehyde,5
0451163753,charles smithson conventional young scientist breaks proper victorian engagement involved devastating sarah woodruff townspeople linked scandal forbidden pleasures,8
0915811332,the sequel quotway peaceful warriorquot blends adventure transcendental teachings reveals step author path higher wisdom quest woman shaman,8
0553486411,on remote planet dantooine hiding empire tash arranda real family problems spies dead parents fight brother uncle death original,8
0618074716,roxanne fish fervent pentecostal family learn live world surrounds tempts elvis presley aretha franklin waits incipient second coming,8
0671880187,two stories quotkitchenquot quotmoonlight shadowquot told eyes pair contemporary young japanese women deal themes mothers love transsexuality kitchens tragedy reprint nyt,8
0380012774,this edition contains substantial excerpts original four-act version produed full test final three-act version selections wilde correspondence commentary george bernard shaw,10
0231105592,including twenty-two photographs fifty drawings strikingly beautiful early life forms book presents mesmerizing documentary major scientific discovery oldest animal fossils discovered,4
014056232X,frank coyote enjoys investigating animals spending time friends,10
0440203155,after immigrating holland live attend high school utah annie enjoys sister support colorful experience special boy,10
0440401119,billy friends sore billy ate worms bet how eat fried worms they recruit prettiest girl school humiliate billy plan backfires billy girl begin,9
0440940001,records courage self-reliance indian girl lived eighteen years isolated island california coast tribe emigrated left,6
0812565959,with bean eventually rule world shadow hegemon orson scott card shadow series,8
0679731148,a month-by-month account author experience year restoring two-centuries stone farmhouse back country provence france,8
0451522389,a time traveler discovers fate earth scientist learns make invisible criminally insane,8
0380600129,but wooden cupboard special key bring unusual toy life omri indian important secret precious dangerous wonderful magical,7
0375707972,at age fifteen michael berg falls love woman disappears observing trial law student years shocked discover woman defendant horrible crime,7
0618126988,tales legends chronicling world beginnings happenings first age focusing theft simarils -- jewels crafted feanor -- morgoth dark lord middle-earth,7
0060094850,one provocative original coming-of-age novels long time the torn skirt lyrical story soars honest understanding teenage condition,6
0345446860,beck davitch back thirty-year marriage joe role mother manager open arms wondering living life meant live reconsidering dedication family business,6
0446310492,the explosion racial hate violence small alabama town viewed girl father defends black accused rape,10
0399501487,the classic group english school boys left stranded unpopulated island confront defects society defects nature,7
157566559X,blending fact real-life characters fiction historical re-creates life florence lawrence early twentieth- century actress vaudevillian 1910 quotbiograph girlquot world movie star in,7
0060287802,multiple-choice questions different situations,7
0345417623,using quantum time machine group young historians back year 1357 rescue trapped project leader,8
042517736X,a mysterious transmission depths atlantic ocean sends team oceanographers divers perilous quest search discovery transform modern science future humankind original,7
0425172554,internationally chaos looms horizon group hardline communists plot islamic militants reconstitute soviet union original,7
0425177173,when research ship manned dirk pitt members us national underwater marine agency sunk vessel past pitt finds caught ancient mystery lethal ties present matching,6
0380727501,veering ludicrous endearing back notes small island delightfully irreverent jaunt unparalleled floating nation produced zebra crossings shakespeare twiggie winkie farm,8
0345440773,thief scoundrel all-around guy althalus teams companion dweia all-powerful goddess epic journey pits love friendship ultimate evil force,7
0684868911,the author the christmas box the looking glass returns moving unfinished saga faye murrow michael keddington,9
0062502182,a fable undauntingly one dreams listening one heart reading life omens features dialogue boy unnamed 50000 printing 50000 adpromo,8
0060175400,taking place alongside classic works postcolonial literature ambitious establishes kingsolver thoughtful daring modern writers,9
0812566629,in alternative history twentieth century europe replaced land nightmarish jungle monsters contains secret human destiny,8
0451524829,sightings ghostly figure paris opera house lead discovery disfigured genius secretly lives passageways,8
0671027344,a 1 new york times seller year american library association best book young adults 2000 best book reluctant readers 2000 millions copies print readers,8
044023722X,racial tension forbidden love affair murder eyes seven-year-old boy 1950s southern cotton-farming community,7
0553580876,army issue core sergeant hanson buddies quinn silver superb soldiers lust leads catastrophe vietnam,9
0553268449,if liquid bottle secret essence universe folks discovered becaused leaking drop left from trade paperback edition,8
0385475713,takes readers life mind grace marks notorious women 1840s serving life sentence murders claims remember 200000 printing 200000 adpromo tour,6
0553578693,when daughter fbi special agent pierce quincy suddenly death ruled accident investigator rainie conner uncovers evidence points killer ability unleash victims39 innermost fears,8
0553280341,california private eye kinsey millhone takes case add -- apartment burgled worthless papers mindlessly ransacked destroyed house destroyed arson woman brutally slain,8
0689825234,fourteen-year-old liyana daughter native palestinian challenges family culture tradition falls love omer jewish boy family moves jerusalem st louis reprint,9
0553375407,so begins ishmael utterly unique captivating earned large passionate readers critics alike-one beloved bestselling novels spiritual adventure published,8
0743418174,humiliated discover ex-boyfriend chronicling former sex life series articles called quotloving larger womanquot popular women magazine pop-culture journalist cannie shapiro embarks adventure,8
0140348107,young sam gribley spends winter catskills living land,8
044022165X,abandoning aspirations living life memphis attorney rudy baylor fears lose pivotal case cost life turn biggest rainmaker land reprint,7
0671793489,a student obsessed english professor accused murder remember fingerprints possibly found scene crime,7
0060506679,the terrible event devastates families young girls discover unsupervised baby empty street every secret thing bravura demonstration extraordinary storytelling skill,4
0375701427,the rise fall american dream provide backdrop story swede levov prosperous new jersey grandson immigrants fanatical daughter bombs post office 1968 reprint 100000 printing,7
0553135457,stingo brooklyn write involved couple living upstairs apartment nathan jew sophie vulnerable blonde beauty,6
0803263724,the story bohemian girl nebraska town depicts life desolate area adaptation immigrants american life,8
0380000830,corwin prince escaped prison attempts regain throne perfect kingdom amber,8
0380014300,awakening earth hospital unable remember corwin amazed learn oberon king amber rightful successor crown parallel world reissue,8
0812504364,hank morgan nineteenth-century american accidentally returned sixth-century england powerful analysis issues monarchy versus democracy free versus determinism twain finest,6
155874262X,features inspirational stories offering words wisdom hope empowerment,8
0895773570,describes variety fresh dried flowers leaves seed heads fruits floral arrangements discusses principles design demonstrates basic arranging drying preserving techniques,7
0446326488,when teenaged grand-daughter brigid farrell school assignment research heritage digs truth uncovers secrets scandal,7
1841492086,books tom holt walled orchard series goatsong the walled orchard jw wells amp co series the portable door in your dreams earth air fire custard you don39t have be evil work here but it helps the better mousetrap may contain,7
0312874995,kim stanley robinson escape from kathmandu light-hearted fantasy tribute world extreme mountain climbing adventures american expatriates living nepal,7
0425185702,palm springs sleuth archy mcnally caught confusing web paternity blackmail murder hired best-selling author sabrina wright find missing husband vanished searching sabrina,10
0684862719,the miracle of innocence the story boy believed goodness human nature set change world,8
0446516538,this bittersweet story discover love rarely fair -- pain,7
0140376410,in 2194 zimbabwe general matsika children kidnapped put work plastic mutant detectives special powers search,8
0971942315,sorenson tells story young married expectant father starting graduate school,8
0553275860,leaving medieval monastary mariabronn goldmund embarks fantastic journey recapture past discover future,9
0590254715,when strange gheik kids cast spell adults hopnoodle child springtime wish command elders local students partaking skateboarding races video lessons original,8
0060955775,feeling significant lacking life veronika attempts suicide injures point days life remaining experiences heightened state awareness,8
0671010115,nineteen-year-old ezekiel quoteasyquot rawlins companion raymond quotmousequot alexander embark perilous 1939 odyssey takes houston mysterious bayou world voodoo sex revenge death,8
0671004549,the mistress high tension the new yorker undisputed queen suspense mary higgins clark brings new york times bestselling usa today calls page-turning killer targets lonely,7
055356160X,attorney laurel chandler fall charm notorious boy writer jack boudreaux seduced half women bayou breaux nbsp who listen,7
0971766711,a special edition slipcase limited 1500 copies numbered signed author,6
0689859376,when mallory jared attempt rescue simon goblins magical stone enables things invisible,8
0316182540,when astrid mother beautiful headstrong poet murders former lover imprisoned life astrid thousands foster children los angeles,8
0765341840,after arrival witch moiraine small village emond field rand al39thor friends flee embarking quest lead face-to-face dark one,8
0451524934,winston smith worker ministry truth falsifies records party secretly subversive colleague julia free political slavery price freedom betrayal,8
0099771519,quotcaptivating minutely imagined refuses stay shutquot quotnewsweekquot quotmemoirs geishaquot released movie tie-in edition,8
0192816489,it story sisters magdalen norah discover deaths dearly beloved parents parents married time births,8
0553348981,this philosophical epic large cast characters addresses fervent desire human race overcome tyranny aging physical death,9
034536662X,a timeless fable humble life plainspoken wisdom sources inspiration reader digest featuring excerpts beginning april,10
0684874350,the author recounts childhood depression-era brooklyn child irish immigrants decide return worse poverty ireland infant sister 40000 printing 35000 adpromo,8
0786404019,the author palestinians expelled jerusalem work describes vivid detail nakba tragedy catastrophe faced,10
0811816583,not you39re just imagine 108627 fire hydrants new york times photographer andrea mohin captures city canine variety candid portraits new york dogs devoted companions,9
0373250290,when therapist prescribes five-point plan discover quotpositive aspects social interactionquot carrie pilby judgmental social misfit unexpectedly involved colorful cast characters finds,5
0525945172,from microscopic mysteries genetic code horrifying truth imagining the experiment blends cutting-edge science adrenaline-pumped suspense provide cautionary time,8
0375725784,the author chronicles life deaths parents responsible upbringing eight-year-old brother offers appendix clarifying amending expanding original work,7
0553210092,hester prynne young woman seventeenth century massachusetts condemned puritan law wear scarlet quotaquot symbol committed,7
0395390338,curious george creates havoc pizza shop redeems making unusual delivery,10
0446610100,david baldacci delivered great stories authentic characters thought-provoking ideas burst literary scene absolute power,7
0440224624,the author number-one best-seller the horse whisperer narrates story biologist struggles protect endangered wolves love affair powerful opponent local rancher reprint,8
0446604666,when discovers litterer powerful political fixers florida real hiaasen-style fun begins,6
0440216745,presenting picture perfection lynn ferguson wife wealthy successful robert hides dark secret domestic violence struggles admit truth husband,7
1857027795,in 1995 jean-dominique bauby editor chief french elle father young children forty-three-year-old loved wit style impassioned approach life,8
051513290X,thirty years murder sister photojournalist anna jamieson returns new york city scene unsolved crime finds collision course terrifying memories fiendishly clever killer,6
0718143043,when dr sam laschen expert post-traumatic stress agrees provide survivor horrific assault doesn39t realize placing child risk,6
0515122491,fbi special agent dillon savich teams agent lacey sherlock case leads back murder sherlock sister years ago-and put lives line,9
0312971346,new jersey bounty hunter stephanie plum returns adventure struggles make ends meet coping missing uncle fred homicidal rapist stalker benito ramirez amorous vice cop joe morelli would-be lover,8
0312966970,while working bail bondsman cousin vinnie trenton new jersey bounty hunter stephanie plum finds hot trail revenge-seeking waitress leaving wide swath murder mayhem,8
0399147101,boston private detective spenser cohorts head west potshot arizona california millionaires seeking escape high-pressure lives idyllic retreat threatened vicious local gang,10
0449146383,a haunting first-person account chronicles neophyte vampire grisly death life undead loves gruesome desires,9
0553378260,here tells tempestuous relationship adoptive mother mythic juts novels six one bingo called quotthe illquot illegitimate lost temper swore she39d introduce rita mae,5
1556614438,in wake civil war wealthy carefree julia hoffman endeavors bring meaning life falls love abolitionist reverend nathaniel green eventually serving nurse alongside phoebe,10
0140280553,the tender inspiring relationship galileo daughter revealed letters written reprint,8
0312850581,in not-too-distant future scientific innovation researchers open window past young woman meddles send individual slightly different path life interference unexpected repercussions,9
0930031067,a region france brought back life efforts elzeard bouffier great determination plants 100 acorns everyday thirty years,9
0385474016,despite fact fallen love young tita youngest daughters born tyrannical rancher obey tradition remain single home mother reprint movie tie-in,7
0500280673,presents twenty different celtic borders intended inspiration reference study celtic design methods techniques,10
048640076X,mr harding clergyman great personal integrity target young zealous reformer john bold accuses harding misusing church funds,4
052594527X,a poor seventeenth-century servant girl place household painter johannes vermeer begins paint nasty whispers rumors circulate town 20000 printing,7
0590453661,this thriller series especially designed appeal middle-grade readers,7
0767907817,told jane green captivating wit flare bookends story friendship-its twists turns complications-and weathers challenges love ambition marriage growing,7
0440228204,after murder father hiding witness protection program pete finds target sinister large sum money hidden,10
0883657635,this collection stories cats features works writers rudyard kipling edgar allan poe saki paul gallico dorothy l sayers lilian jackson braun,8
0425180964,in wake assassination attempt svr former kgb chairman newly elected us president jack ryan puts black ops specialist john clark alert things complicated dangerous forces china,5
0812520793,passion politics imperial rome ptolemaic egypt meet clash epic recreation story cleopatra egypt queen love anthony,6
0743411250,new york times bestselling author barbara delinsky paints ingenious portrait secrets inside marriage sharp-eyed filled suspense surprise,7
0312955510,he fought working-class irish roots federal bench tough honest dedicated law relishes sitting case rival america biggest corporate takeovers the heart justice,5
0786867086,eter jennings todd brewster conceived fascinating book long events september 11th,10
0380896931,headstrong heiress sharisse hammond part new york society marriage arranged,4
0743206045,journalist trish duncan grown sister murder victim attends parole hearing convicted crime twenty years earlier begins wonder claim innocence 1000000,8
0156007568,the life fate laura diaz entwined history culture politics mexico chronicles life 1905 1978 politically active artist wife mother lover,5
0385199570,reissue now stephen king apocalyptic vision world blasted plague embroiled elemental struggle,9
0812517725,darren lemke executive produce jordans widow harriet mcdougal serving consulting producerquot variety the wheel time new spring the novel 1 the eye world 2 the great hunt 3 the dragon reborn 4 the,8
0425173615,in set turnofthecentury new york midwife cop investigate murder charity girl traded favors trinkets ended killed clients,8
0812551532,while studying harvard university richard hamilton challenged father deliver 30000 frontier town st louis robbed kidnapped sold two-year indenture,8
0312263449,narrates author journey iran male friend describing encounters hospitable neighbors shopkeepers live normal lives away headline-making terrorism islamic fundamentalism,8
0671602705,describes management day-to-day life orthodox jewish household discusses education raising children dress speech explains celebration significance orthodox traditions,10
0843946385,a living death beverly found special carl realized stolen,1
0385420161,despite fact fallen love young tita youngest daughters born tyrannical ranch obey tradition remain single home mother,8
0452277337,when roxanne walker persand husband leaves pregnant turns sister isabel persand family subtly governs choice divorce especially painting worth millions,7
0553109839,blackmailed master assassin agree perform life-saving surgery killer famous neurosurgeon jesse copeland struggles choice saving terrorist life lives threatens 150000,8
0670891576,recounts story 1820 wreck whaleship essex inspired melville classic quotmoby-dickquot describes doomed crew ninety-day attempt survive whale attacks elements tiny lifeboats these subsets,9
1400032717,despite overwhelming fear interacting christopher mathematically-gifted autistic fifteen-year-old boy decides investigate murder neighbor uncovers secret information mother,8
0425184129,the humorist offers fiction debut describes lives troubled denizens coconut grove including career-threatened adman alcoholic embezzler dodging couple hit dysfunctional families,8
0140259112,the taternall sisters -- josie cam lila evie -- celebrate holidays heal ten years family secrets misunderstandings recriminations,8
0439339170,obi-wan kenobi anakin skywalker master apprentice chosen fate destined conflict,8
0375401598,presents series novels featuring david talbot fledgling vampire sets chronicler paris meets pandora two-thousand-year-old vampire,7
0312305060,by stories intertwine remarkable ways finally act subtle haunting grace the hours winner 1999 pulitzer prize fiction,7
0394751043,an adaptation legend theseus masters art bull leaping slays minotaur process fulfilling destiny,9
0451456718,three sworn enemies vie sway girl witch -- blue- eyed innocent -- rule dark kingdom commencing ruthless game politics magic betrayal weapons love hate original,10
0451456726,for young jaenelle amnesia frightening memories bay,7
0451456734,jaenelle reigns queen ebon askavi long stave enemies consort daemon love secure power love,10
0765342987,sold indentured servitude exotic night court child phfdre delaunay faces difficult choice honor duty deals world glittering luxury conspiracy sacrifice betrayal plays key,9
0312872399,phedre delaunay ruler faces challenges including court intrigues factions remove throne return ruthless melisande sharizai conspiracy destroy humankind,8
0061097314,available time mass-market edition barbara kingsolver bestselling the bean trees stores september,8
039480001X,two children sitting home rainy day visited cat hat shows tricks games,10
0345273303,in process stunningly original seriocomic thriller eating literary hotdog eroding borders mind from trade paperback edition,9
0875421180,provides overview earth-oriented religion featuring solitary rituals esbats sabbats exercises develop magical proficiency spells recipes,8
0385484518,a sportswriter conveys wisdom late mentor professor morrie schwartz recounting weekly conversations schwartz lay dying,8
0460872125,human foibles early-nineteenth-century manners satirized romantic country english family life,8
0345419995,the pulitzer prize-winning humorist author dave barry guide guys presents collection funniest newspaper columns includes wry observations american reprint,6
0385238614,jane trish career women meet lunch talk work romances goals,3
0345390458,when body russian embassy official turns floating havana bay detective arkady renko cuba identify find caught dangerous conspiracy seize control cuba,6
0449212602,but noweverything changed quotdeserves highest praisequot san francisco chronicle from paperback edition quotsplendid,8
0385336179,something borrowed,8
0553582755,when micky bellsong encounters disabled leilani klonk stepfather preston maddoc finally finds purpose troubled life family disappears micky embarks arduous mission find,7
0671640925,smart scintillating simply hilarious kinsley establishes bona fide credentials hl mencken day quotone columnists writing today washington awakequot -- the washingtonian,8
0886774268,vanyel powerful herald-mage stands battle evil forces threatening once-peaceful kingdom valdemar accompanied companion yfandes,9
1892065169,blue queen athryn ardfalla usurped red king kirith kirin rightful throne allied evil wizard drudaen keerfax oppresses,8
0156628708,dalloway first novel split atom if mrs dalloway aspired immensities scope scale heroic journeys vast landscapes mrs,7
156352600X,shows build wealth improve life focusing passions wall street hype,8
0679427651,an illustrated fashion guide based principles chic simple living offers variety traditional innovative ways fold scarves halters skirts turbans pillows accessories 75000 printing,5
044041668X,unhappy home seemingly devoid love fourteen-year-old albino boy thinks harold ghost runs away join circus works elephants searches,8
0375410848,ned kelly legendary nineteenth-century australian folk-hero describes brother friends led authorities twenty-month manhunt marked widespread populist support capture execution,8
0887309100,in the dilbert principle dogberts top secret management handbook scott adams skewered absurdities corporate world,8
0064408639,as outrageous misfortune continues baudelaire orphans shipped miserable boarding school befriend quagmire triplets find dreaded count olaf,8
0446523569,what unexpected miraculous-an encounter embraces hopes finding special love timeless everlasting nicholas sparks exquisitely chronicles human heart,8
0671874349,how cope loneliness anxiety the collapse relationships how reach quiet safe layer lives in compellingly innovative collection stories bestselling author douglas coupland responds themes,6
0061059137,he awesome powers serve protect species despises fears -- blade his lonely crusade the dark ones reached flash point,1
059044316X,popularity-hungry althea makes deadly pact vampire promises popularity spot school cheerleading squad supply victims blood craves,5
0312980345,the author wild designs journeys backstage gourmet cooking show capture romantic trials tribulations perdita independent organic gardener hates limelight lucas brilliant egotistical,7
0380017601,one adored novels time book defined generationa story uncompromising devotion life love changes,10
0553568051,an investigator public defender alaska cecil younger investigates sexual assault murder cook employed isolated mining site,4
0920668372,as grows boy adult mother secretly rocks night sleeps,9
0060391448,in wicked gregory maguire largely unknown world oz populated power imagination fast-paced fantastically real supremely entertaining vision re-vision,7
1573225789,an african american describes life white mother black father reflecting mother contributions life confusion identity,8
0375703861,set post-war london racial political social upheaval half-century families -- joneses iqbals outsiders former british empire -- make,8
0060391537,the outspoken co-host the howard stern show reveals disturbing background sexually abused child poverty describes ongoing struggle recovery friendship stern 200000 printing 150000 adpromo,3
0156011042,in stunning personal discovery set backdrop columbia basin central washington retired heart surgeon ben givens suffering terminal colon cancer embarks final epic hunting odyssey,6
0684829975,at heart multigenerational critically acclaimed author ursula hegi intriguing question if knew experience significant love life years beginning,8
0812566637,a collection original short novels acclaimed authors stephen king robert silverberg orson scott card raymond e feist returns special fantasy world illuminating story volume,7
081120958X,offers collection poems notes text,8
0452282101,arguing united states prepared make restitution long history slavery discrimination author defending spirit details plan balancing scales whites blacks america,8
0486270610,presents sixteen short fiction stories nineteenth-century american author o henry including title work christmas sacrifices young married couple,10
048627263X,a humorous examination overtones concepts space time dimension,8
038079487X,acclaimed playwright essayist columnist pearl cleage created world rich character human drama deep compassionate understanding remarkable debut sizzles sensuality hums gritty truth sings,7
0786866586,working salesgirl beverly hills neiman marcus mirabelle beautiful aspiring artist embarks love affair ray porter wealthy lonely businessman meets store struggle understand,7
0553571818,when scientist kate denby threatened due ground- breaking medical research protect evade merciless killer order secretly continue research save millions lives reprint ab k,9
2877141519,translated hugh tredennick harold tarrant introduction notes harold tarrant,8
0451527496,a modern edition classic tales includes stories filled humorous valuable lessons,7
0440211158,eager grow transform bibi guerrilla performance artist begins ritual cuttings scarrings body metal sculptor friend tess stop,8
0375760911,in hilarious compendium essays accounts autobiographical misadventures life experiences leader idiot girls39 action adventure club covers topics ranging boyfriends jobs embarrassing doctor,6
0064403645,a twelve-year-old mute boy sets find mother blizzard captive evil woman half-a-moon inn a suspenseful archetypal characters haunting atmosphere,7
1588515281,action-packed adventure captain caleb tarm crew struggle uncover sinister plot masterminded caleb father threatens survival stand fight,9
006101351X,october 1991 it quotthe perfect stormquot -- tempest happen century -- nor39easter created rare combination factors possibly worse,7
0380817446,in depression year 1931 golf links krewe island savannah windswept shore legends game bobby jones walter hagen meet mesmerizing thirty-six-hole showdown,6
1573227226,three devout nuns living crumbling monastery remote island simultaneously attracted resentful ambitious priest arrives survey land site spa wealthy,7
0380789035,shadow past,8
0670813028,quotpreviously published viking edition a limited edition book published phantasia pressquot -- tp verso,8
0061031429,judy carrier takes case career defend anthony lucia fondly quotpigeon tonyquot freely admits killing lifelong enemy order settle personal vendetta,6
0525941673,four women lives converge unexpectedly forced terms past future,6
0812522400,with lord isles david drake returns fantasy towering complex epic heroic adventure extraordinary colorful world elemental forces empower magic rising thousand-year peak,8
156718359X,introduces concept hypnosis describes exercises designed teach basic techniques discusses regression self-regression,6
0373292945,the wedding knight joanne rock released jan 23 2004 available purchase,5
0399150897,leaving virginia hope finding peace quiet dr kay scarpetta journeys florida series baffling murders quickly entangles international conspiracy confronts unexpected,7
0449911160,set hamptons manhattan infused black humor startling eroticism about schmidt meditation loneliness power romance unlock impenetrable recesses heart,7
0439164842,the diary eleanor daughter duke aquitaine 1136 1137 age fifteen queen france includes historical notes life,10
0062512668,spread wordbut secret the cube imagination game -- -- holds secret dared reveal,7
0425187063,a quiet new england town shocked apparent murder troubled adolescent girl crime chief police jesse stone unsolved unpunished reprint,7
0786889098,murray zemelman aka quotthe bra kingquot tommy tarpon local native american forge zany plan bring gambling key west incite greed local mafioso crooked politician reprint nyt k,3
0070212570,mrs threadgoode high-spirited women 1930s idgie ruth helps evelyn 1980s woman sad slump middle age begin rejuvenate life,8
0452282829,the mulvaneys close lucky family drift years youngest judd discovers secret downfall sets reunite family,6
0066214688,the aimed contractors this book reveals radical mind-set free contractors tyranny unprofitable unproductive routine,9
0316781266,from time linda thomas meet charmless distant city moment thirty-five years earlier chance encounter rocky beach binds fatefully hypnotically compelling unfolds,6
0061057797,a quest immortality spans history human demihuman hunt unicorn horn ceaseless wars elf dragon begins ends tintagel legendary place edge western sea,8
0312420021,spanning decades powerful account andy rosenzweig inspector manhattan district attorney office relentlessly pursues frankie koehler brilliant killer eluding capture,6
0609809547,a fascinating memoir reinvented life author creator seventy children books journey globe search personal identity wake failed marriage peripatetic lifestyle,9
0671619373,strong-willed lucky santangelo takes hollywood superstars superagents superproducers beats game,9
059030271X,wilbur pig desolate discovers destined farmer christmas dinner spider friend charlotte decides,9
059045563X,second-grader liza realizes class lost tooth worries lose baby teeth original,8
0971880107,wild animus search primordial test human foundations journey breaking point,4
0142000485,a troubled young fake memoir century-old woman hilarious disastrous results lack knowledge turn-of-the-century rural england women general fail reprint,8
1897783108,follows oasis story beginnings the rain present day status talked band world,3
