isbn,summary,rating
0451168429,karp investigates terrorist hijacking results death member nypd bomb squad learns powerful groups protecting terrorists -- ties catholic church fbi israeli intelligence butch karp,6
0060971185,augusta gray decision write international jogging book carries san francisco scene extramarital affair life jeopardy relationship running companion,7
0743252136,encompasses aspect homemaking practical guide shares simple ideas transforming one home one life covering topics decorating home storage creative gift giving household chores entertaining,8
0800758889,louise bergmann dumont true-life anecdotes paired scriptural applications perfect devotional complement morning cup java,9
0812932773,a selection fifty passionate witty intriguing love letters includes correspondence george barbara bush frida kahlo diego rivera ernest hemingway mary welsh zelda f scott fitzgerald,8
0671041584,against sweeping backdrop western sicily seasoned reporter frank viviano pieces harrowing family legacy betrayal redemption -- truth murder mystery conspiracy silence spans,7
0451402065,fleeing marriage revolting baron bridgport philippa beauchamp ends wool wagon delivers castle st erth castle handsome impoverished owner dienwald fortenberry,6
0451198948,medieval melody begins- 1 bestselling author first published 1984 chandra extensively rewritten 2001 prequel medieval song series 1 new york times bestselling author,6
0451406907,privileged yankee beauty risa magee risks life bring message friend trapped confederate lines finds prisoner rebel captain jerome mckenzie,7
0821767852,as callie childhood companions gather relive charmed years spent discover beloved yesterdayand woman darkest secret tear,6
1551668432,the texas ranger diana palmer released jul 25 2001 available purchase,8
0684801051,simon morley selected secret government agency test einstein theory past co-existing present transported back 1880s new york,7
0345421884,lord john aversin -- mageborn wife jenny waynest -- fought defeated dragons earning title dragonsbane,3
0394571770,traces lives sordid pasts women frequent butterfly secret rodeo drive brothel rich women fulfill wildest sexual fantasies setting choose,9
0802117155,a year death husband emily maxwell summons family vacation house lake chautauqua western new york state bringing generations reunion selling home 30000,7
0684868865,in missouri town boone lick colorful cast characters stands edge western frontier ready push west fort phil kearny wyoming,7
0679419691,an aspiring piano student exclusive baltimore conservatory finds musical education mirroring pivotal developments personal life influenced experiences prestigious classmates,8
0440224675,reissue the movie event of the year the most talked about novel of the decade you remember hannibal lecter gentleman genius cannibal,6
0440364574,a clinical psychoanalyst recounts agonized struggle teach twelve-year-old girl speak,5
0449204553,this book chronicles author journey new york gulf mexico g jenkins39 book walked,9
0440236673,in federal prison former judges call quotthe brethrenquot meet law library run rougher form justice inside community make money scams derails forced,7
0380778556,danvers -- loyal and eerie presentiment evil tightened heart mrs winter began search real fate rebeccafor secrets manderley,7
067103619X,two fleeing disasters past lives land rural new hampshire town search love fulfillment other arms original,7
0385720106,while alice goodwin neighbor child drowns goodwins39 pond devastating accident profound repercussions entire goodwin family story set small midwestern farm town,6
8171670407,anurag mathur toast india capital his subcontinental bumpkin american heartland struck chord indian intellectuals indian herald tribune,8
0452261457,the renowned actress recalls experience making popular film revealing emotional highs lows filming competitiveness insecurities,9
0425185710,in midst maiden voyage emerald dolphin luxury cruise ship equipped revolutionary engines sinks numa special projects director dirk pitt heads rescue passengers investigate disaster,7
0515117234,after mistaking filmmaker friend thomas priest racing expert valentine clark makes daunting deathbed confession possessing knowledge thomas require superhuman cunning stay alive,8
0688141862,the yankee way simplify your life quirky witty pragmatic guide sort life simplification dream,10
0486270513,classics english poetry alternately describing childhood states innocence inevitable ensnarement corrupt repressive world contains full texts poems original 1794 edition collections,8
0826452450,this part series guides contemporary novels,7
0966505301,this book riveting put you39ve read the mystery book is fact fiction most readers agree unique knowledge higher source,10
0385494238,two friends clive linley vernon halliday former lovers late molly lane meet pay respects make pact unforeseen consequences amsterdam contemporary morality,4
0425105334,twelve-year-old jack sawyer braves mysterious dangers territories surreal parallel world quest -- united states -- talisman hope dying mother survival,2
051513595X,when lawyer friend client murdered san diego courthouse attorney paul madriani fears actual target takes case suspect believes hold answers,7
044021680X,malcolm struan heir powerful english trading company orient finds fate intertwined beautiful young french woman,8
0451203895,sex city author candace bushnell returns playgrounds manhattan powerful beautiful sizzling sensation four blondes insider romantic intrigues liaisons betrayals,4
1582341400,from japan eats traditional fugu poisonous blowfish prepared specially licensed chefs delectable snack mecong delta author embarks quest world find,6
0671793489,a student obsessed english professor accused murder remember fingerprints possibly found scene crime,8
0380769557,returning nevada ranch civil wars elyssa sutton finds picked scavengers coveted determined,8
0553278002,when part settlement hostage crisis revealed congressman evan kendrick pawn wish make president target terrorists seeking revenge,7
